 Saving Account|"""Good"""|                                 I am holding a salary account  in SYNDICATE bank for more than 10 years. There is no hidden charges in this bank. It is a  zero balance account. I am using mobile app and it is user friendly to access. I use to get an alert messages from bank whenever I do a transactions. ATMs is near to reach them but branches are far.|ESH|                                     , bangalore|                                     Reviewed on Aug 02, 2019
 Saving Account|"""Good services"""|                                 The services are okay with Syndicate Bank, I am using the savings account for more than a year. Its a zero balance account. I have not contacted the customer support. The interest rate is very low. I am using the mobile banking which is very easy to transfer money and also checking other things when compared to other banks.|SIV |                                     , mumbai|                                     Reviewed on Jul 29, 2019
 Saving Account|"""Good"""|                                 I am holding a savings account  in SYNDICATE  bank for more than 12 years. There is no hidden charges in this bank. It is a  minimum balance account of 1000 rupees. I am not using mobile application yet. I use to get an alert messages from bank whenever I do a transactions.  ATMs and branches are far to reach them.|LU|                                     , hyderabad|                                     Reviewed on Jul 25, 2019
 Saving Account|"""Good in banking features"""|                                 I bank with Syndicate Bank for a savings account and there are no hassles with the online banking facilities. The features are good and it is convenient to do all my transactions with ease. The customer support and response is satisfactory too.|SUMA  TK|                                     , bangalore|                                     Reviewed on Jul 24, 2019
 Saving Account|"""Good"""|                                 I am holding a salary account  in SYNDICATE bank for more than 5 years. There is some hidden charges are applicable in this bank. It is a  zero balance account. I am using mobile app and it is user friendly to access. I use to get an alert messages from bank whenever I do a transactions. ATMs and branches are near to reach them directly.|MIT|                                     , ghaziabad|                                     Reviewed on Jul 23, 2019
 Saving Account|"""GOOD"""|                                 It is a savings account and there are no minimum balance should be maintained with the savings account. There are issues with the online banking so it should be improved with the card. The customer support is good also there are no issues with the account.|M |                                     , hyderabad|                                     Reviewed on Jul 20, 2019
 Saving Account|"""Good"""|                                 I am holding a salary account  in SYNDICATE bank for more than 2 years. There is no hidden charges in this bank. It is a  minimum balance account of 5 thousands. I am not using mobile app and it is user friendly to access. I use to get an alert messages from bank whenever I do a transactions. |NT|                                     , mumbai|                                     Reviewed on Jul 17, 2019
 Current Account|"""Good Service"""|                                 I have Syndicate Bank current account which i am having for the past 2 years .I am using Net banking service it is very user friendly  and  can keep a track of all the transaction through this service ,Can withdraw the amount whenever required and also can  transfer the amount to the account as well .|YOGE|                                     , bangalore|                                     Reviewed on Jul 16, 2019
 Saving Account|"""Good Service"""|                                 I have Syndicate Bank saving account which i am using for the past 7 to 8 months .I am using Net Banking service which was quite user friendly and easy to access as well .Customer service was really good and there was no difficulties faced so far .Each and every transaction will  be safe and secure .|YOG|                                     , bangalore|                                     Reviewed on Jul 16, 2019
 Saving Account|"""Smooth process"""|                                 My savings account is with Syndicate Bank and banking process with them is smooth. When ever I visit the bank there is a proper service and there is no delay as well.  Likewise the bank has proper online banking facilities to make payments and do the other transactions.|BASAVARAJ  MAHADEVAPPA|                                     , bangalore|                                     Reviewed on Aug 30, 2017
 Saving Account|"""Good Account to use"""|                                 I am using a salaried account from Syndicate bank for past 3 years. The net banking is not up to the mark with Syndicate bank. The mobile application is not available with syndicate bank. They need to improve a lot with the net banking of syndicate bank. I am satisfied with the Salaried account service.|GIRISH  S|                                     , mysore|                                     Reviewed on Aug 23, 2017
 Saving Account|"""Efificient"""|"                                 With Syndicate bank I had taken a loan and this was taken before 2.5 months. I was able to use this card at all outlets. I used to get SMS alerts to my mobile number and one of the bank officer has visited our office premises and he explained me about the offers what they currently have with them. "|T|                                     , bangalore|                                     Reviewed on Aug 22, 2017
 Personal Loan|"""Efficient"""|"                                 I had  face to face conversation with syndicate Bank, I hold an account there with the same bank and therefore they were able to offer the loan with ease .The criteria was to have a gurantor also I  am holding an account with the same branch  and one of my friend assured me about the same and therefore it was completely a hassle free experience.. "|T|                                     , bangalore|                                     Reviewed on Aug 22, 2017
 Saving Account|"""Good account to use"""|                                 I get good service from Syndicate bank in concern to my salaried account. I am having this account for more than 3 years, The customer service is fine with Syndicate bank. The banking service with Syndicate bank is very good and I am satisfied with it.|VEERRAJU  G V|                                     , medak|                                     Reviewed on Aug 17, 2017
 Personal Loan|"""Moderate Service"""|                                 Long back I had taken the personal loan from syndicate bank. The time when I had taken the loan from syndicate bank, they quoted a good interest rate. I felt comfortable in the rate of interest so continued with the loan process and I had availed it.|MUNIKRISHNAIAH  B|                                     , tirupati|                                     Reviewed on Aug 12, 2017
 Saving Account|"""Average Service"""|                                 Well, when compared with State bank of India, Syndicate bank services are not up to the mark. Of course they are providing a good customer service but it is much lesser than the SBI. I hold my savings account with Syndicate bank for long time so I have enough experience with Syndicate bank.|MUNIKRISHNAIAH  B|                                     , tirupati|                                     Reviewed on Aug 12, 2017
 Saving Account|"""Banking services needs improvement"""|                                 Syndicate Bank is not up to my expectation and there is no benefits from them as well. I do not get a loan or credit card offer and the services at the branch are also not smooth. The process takes long. It is a savings account and the online banking is not good too.|VASANTH KUMAR M Y|                                     , bangalore|                                     Reviewed on Aug 12, 2017
 Personal Loan|"""The best"""|                                 Syndicate Bank knows how to treat the customers and they value them as well. I have taken a personal loan from them. The customer services are very good and they have offered me a good deal on the interest rate and processing charges. They have also informed me that they would offer me other benefits if my payments are regular.|S JAYASEELAN  SUBRAMANI|                                     , chennai|                                     Reviewed on Jul 13, 2017
 Car Loan|"""Very good service"""|                                 The car loan process went good with syndicate bank, I would say it very comfortable to get a loan with Syndicate bank. They have disbursed the loan with in a day time. The required loan amount has been disbursed, so I am happy about the loan amount. The rate of interest is nominal with syndicate bank.|ANJANA  PREETHI|                                     , bangalore|                                     Reviewed on Jul 06, 2017
 Saving Account|"""Good Service"""|                                 My savings account is with Syndicate Bank. As of now, no hassles with them. I am satisfied with their over all services. I am using this account for period of one year. There is minimum maintenance to be maintained 25000 rupees.Even at the bank staff are really good and helpful|PARSU RAM  RAI|                                     , bangalore|                                     Reviewed on Jul 01, 2017
 Saving Account|"""Satisfactory"""|                                 My savings account is with Syndicate Bank. As of now, no hassles faced till date. I am satisfied with their over all services. There is a minimum maintenance charge for my savings account with Syndicate Bank  rupees which is amounting to rs  1000 and there Customer service is fine they are giving good response on all the customers query.|SUSHIL  KAUSHIK|                                     , new delhi|                                     Reviewed on Jun 30, 2017
 Home Loan|"""Its Good"""|                                  I purchased the property through direct owner, he had a home loan with Syndicate, Hence it  was transfered to me. My loan amount was Rs.11 lakhs for the tenure of 15 years but I am suppose to pay for 10 years. I am making the payment by ECS options without any hassles.|KARTHIK  KK|                                     , bangalore|                                     Reviewed on Jun 30, 2017
 Car Loan|"""Good in interest rate"""|                                 For the car loan, Syndicated bank quoted an interest rate of 8.95% this is for a tenure of  7 years. Initially I applied with ICICI bank but the interest rate is very high with them hence I moved to Syndicate bank. Interest rate, other charges and terms and conditions are very low with Syndicate bank but customer support is not up to the mark , more than all it is a Nationalized bank. |AMIT  KHANDELWAL|                                     , mumbai|                                     Reviewed on Jun 24, 2017
 Saving Account|"""Good"""|"                                 I am using Syndicate bank savings account from the last six to seven years of time. Minimum balance is around five hundred Rupees to be get maintained. I have not experienced their online banking services and the money transfer used to get reflected on immediate basis.  Customer service is good but I hardly tried. "|TILOTTAMA BABU RAO GAONKAR|                                     , mumbai|                                     Reviewed on Jun 17, 2017
 Saving Account|"""Average"""|                                 Syndicate Bank Salary Account is a kind of Dis satisfactory. I am holding this account for about 7 years. They had less number of ATM's , but that's also closed and not working most of time . There was not providing any customer care services they treat the customers very bad at the bank, I just use their online banking that's it.|ABDUL RAHIM  SHAIK|                                     , nellore|                                     Reviewed on Jun 17, 2017
 Saving Account|"""Satisfactory"""|                                 My savings account is with Syndicate Bank. As of now, no hassles with them. I am satisfied with their over all services. Iam banking with them from 1997 and the service is really good.The banking facilities are efficient and there are normal sms charges of it and the minimum balance to be maintained in this account is 1500 with cheque book|HEMA  MALHOTRA|                                     , new delhi|                                     Reviewed on Jun 06, 2017
 Saving Account|"""Better Service"""|                                 Minimum maintenance balance should be 1000 rupees for the savings account with Syndicate bank. Customer service is good. But online banking facilities are not so good to use because it is not user friendly. ATM facilities are really good.|SREE  RAMANI|                                     , hyderabad|                                     Reviewed on Jun 01, 2017
 Saving Account|"""Services are the best"""|                                 My savings account is with Syndicate Bank and the banking services are good. I have no issues with the online banking. It is very convenient and easy to do any transaction or to update my information as well. There are other banking needs which can be done online instead of visiting the bank.|ROJIN  T S|                                     , mangalore|                                     Reviewed on May 29, 2017
 Saving Account|"""Convenient banking"""|                                 My savings account is with Syndicate Bank and the online banking is nice and convenient. The bank has a lot of offers for the customers. The customer support at the bank is good and they are responsive as well. There are no charges for any alerts they send me.|ASHWIN KUMAR  M|                                     , bangalore|                                     Reviewed on May 25, 2017
 Saving Account|"""Good. Can do better"""|                                 Syndicate Bank has been good in the services and the banking is good. Just that the SMS services is slow. After I make a transaction, I would get the notification later which is not good and secure as well. Else the services at the bank is fine. It is a savings account.|VADIVELU  R|                                     , chennai|                                     Reviewed on Jan 02, 2018
 Two Wheeler Loan|"""Good"""|                                 My two wheeler was taken with SYNDICATE  bank 4 years back .I have taken 50,000 loan amount and the interest rate was 11% which was very high than other  banks.The tenure period was 2 years and  the loan amount was very easy . My overall experience  was good and Its recommendable,|RAGHAVENDRA  G|                                     , bangalore|                                     Reviewed on Jan 02, 2018
 Saving Account|"""Good"""|                                 I have my saving account with SYNDICATE bank8 years back. I hold visa International card and the daily withdrawal limit was 20,000. Here 10,000 is the limit to maintain the account . My  overall experience  was good and I would like to recommend to others.|RAGHAVENDRA  G|                                     , bangalore|                                     Reviewed on Jan 02, 2018
 Saving Account|"""Good service"""|                                 I  have opened a salaried account with Syndicate bank.The account opening procedure was good easy to understand  and simple to use but i am not happy with the service they need to be quick in responding the information.Its been three months since i opened this savings account.|BRINDAVANAM  PADMAVA PADMAVATHI PADMAVATHI|                                     , hyderabad|                                     Reviewed on Dec 30, 2017
 Saving Account|"""Average"""|                                 I have a saving account with Syndicate Bank and using it for two years. I don't do much transactions on this account. It is a minimum balance account. ATM services are less and there is no option for CDM. The customer service is not satisfactory and they need to improve the service.|A FAROOQ  AHMED|                                     , bangalore|                                     Reviewed on Dec 30, 2017
 Saving Account|"""Good"""|                                 I have my saving account with SYNDICATE bank which was taken 2 years back . I hold rupay  International card and the daily withdrawal limit was 25,000. The customer service and responses was up to the mark. Here the minimum balance is 500 which needs to be maintained in this account.|H K MAHESH KUMAR|                                     , bangalore|                                     Reviewed on Dec 28, 2017
 Saving Account|"""Very good banking service"""|                                 Syndicate bank provides very good banking services when compared to all other banks. I am holding a savings account with this bank from last 4 years. The facilities are also good in this bank. Customer service is good, they responded on time and there is no delay in the services. I use mobile banking for NEFT and IMPS transactions, there are no additional charges.|D JOHN  WILSON|                                     , bangalore|                                     Reviewed on Dec 28, 2017
 Credit Card|"""Good card to use"""|                                 I am using Syndicate Bank credit card from last 4-5 months, i find this credit card is very convenient to use. They did not charge any annual fee at the time of getting this credit card. I am not aware of any offers in this credit card. I make my payments directly to the bank. I have a credit limit of Rs 50000 and the cash limit of Rs 12500 which is satisfactory.|D JOHN  WILSON|                                     , bangalore|                                     Reviewed on Dec 28, 2017
 Saving Account|"""Good service"""|                                 I have a salaried account with Syndicate bank.I have been using  it for the last six months.Net banking is not comfortable to transact every time the server is down couldn't perform any transaction in this case i wont recommend to others.The bankers response is good.|SHIVAJI  YANNABOINA|                                     , hyderabad|                                     Reviewed on Dec 27, 2017
 Saving Account|"""Savings"""|"                                 I hold my saving account with SYNDICATE BANK.For the past 12 years i do hold the account.  I am not using any net banking or mobile banking facility with the bank. For any transaction purpose i used to visit the branch. The interest they are providing for the saving account i am not sure."|MANGESH BHAURAO HARNE|                                     , mumbai|                                     Reviewed on Dec 27, 2017
 Personal Loan|"""Average service"""|                                 Due to lack of credit score I haven't got the personal loan from the Syndicate bank. The customer support is good with the syndicate bank but they haven't approved my loan due to my lack of credit score, but their customer support is good they have approved the loan for my other colleagues. |PAPAIAH  BIRUDU|                                     , vijayawada|                                     Reviewed on Dec 26, 2017
 Saving Account|"""Better banking service"""|                                 The syndicate banking service is good and I have the savings account with the syndicate bank for past One year. The usage is good with the Syndicate bank. They have offered me a loan based on the credit score but I haven't got the loan because of my low credit score .|PAPAIAH  BIRUDU|                                     , vijayawada|                                     Reviewed on Dec 26, 2017
 Saving Account|"""Better banking service"""|                                 The syndicate banking service is good and I have the savings account with the syndicate bank for past One year. The usage is good with the Syndicate bank. They have offered me a loan based on the credit score but I haven't got the loan because of my low credit score .|PAPAIAH  BIRUDU|                                     , vijayawada|                                     Reviewed on Dec 26, 2017
 Personal Loan|"""Good service"""|                                 My personal loan experience with Syndicate bank was good, the loan amount was for Rs 4 lakhs with the rate of interest of 13.5% which is high when compared to other banks. The process was quite long and it took 1 month for the loan amount to get disbursed and the tenure period was 5 years. Customer service was good and they followed up correctly.|R  VEDHA|                                     , bangalore|                                     Reviewed on Dec 21, 2017
 Saving Account|"""Good banking service"""|                                 I have my salary account with Syndicate Bank from last 12 years, the experience was good so far and i did not face any issues with this bank. The process was very smooth at the time of opening this account. Customer service is good, they responded on time and there is no delay in the services. ATM branches are working fine and there is no transaction issues. |R  VEDHA|                                     , bangalore|                                     Reviewed on Dec 21, 2017
 Saving Account|"""Better"""|                                 I am using Syndicate Bank for last 8 to 9 months.  It was a better experience on saving account. The customer service was average. I need to maintain 1000 rupees as a minimum balance. The rate of interest and charges are good with syndicate bank. ATM service is also average.|HIDAYATHULLA  SHARIEF|                                     , bangalore|                                     Reviewed on Dec 21, 2017
 Saving Account|"""Good service"""|                                 I have a opened a savings  cum student account  with Syndicate bank. I have been using the account for last few years. I need not maintain a balance in my account .Net banking is good.I have enough ATM's located in my place. The bankers do respond on time.|MARUTHI  T J|                                     , bangalore|                                     Reviewed on Dec 20, 2017
 Saving Account|"""Need to improve customer service"""|                                 I have been banking with Syndicate for quite a long 25 yeas,its my savings come salaried account.I ma not happy wit the service of the bank,they need to improve a lot.There is always have technical issues and hidden charges in the account.I would not recommend to others.|SYED ABDUL  KAREEM|                                     , secunderabad|                                     Reviewed on Dec 15, 2017
 Home Loan|"""Its Best"""|                                 I have taken Home loan on my spouse name, they offered me 90% of loan. Because we have joint account with them, they gave me normal interest with floating rate. I have taken 18 lakhs it has the tenure of 25 years. EMI amount and due date is convenient. But for 20 months, they taken Rs. 2 lakhs of interest, from next month onward EMI gets started. |MURUGAN  MURUGAN R|                                     , chennai|                                     Reviewed on Dec 13, 2017
 Saving Account|"""The Best"""|                                 Since 17 years I have an experience with Syndicate bank, they are very responsible. Whenever I go the bank their staff are more customer polite. I have joint account with my spouse, they give best service. The charges are very low, they understand the customer profile. They provide 90% of housing loan based my account transactions.|MURUGAN  MURUGAN R|                                     , chennai|                                     Reviewed on Dec 13, 2017
 Personal Loan|"""Goor experience"""|                                 My personal loan was taken with SYNDICATE bank 3 years back. The rate of interest was between 12-13% which was satisfactory for  2 lakhs loan.  The customer service and responsiveness was good . They have provided door step service for the documentation collection.|TARUN  KUMAR|                                     , new delhi|                                     Reviewed on Oct 04, 2017
 Saving Account|"""Goor experience"""|                                 My salary account was taken  with  SYNDICATE bank. They have offered visa card and I am using it for about  14 years. Its an international card and The daily withdrawal limit was 20,000. The customer service and responses was  average . My overall experience was good.|TARUN  KUMAR|                                     , new delhi|                                     Reviewed on Oct 04, 2017
 Car Loan|"""Average"""|"                                 I have taken the car loan with the Syndicate bank and the interest rate is around 9.1% and the customer service is good one for me like they have 100%  of cost of car as loan. Customer service and other things are really fine one for me with them. "|JOBI  JOHN|                                     , kochi|                                     Reviewed on Oct 04, 2017
 Saving Account|"""Average account to use"""|                                 Banking with Syndicate for more than 10years. The customer service is average with Syndicate bank. I don't use their net banking and their mobile application. The ATM facilities and the bank branches  are working good with Syndicate bank. I would say it is a very account to use.|BALKRISHNA  HONGAL|                                     , chennai|                                     Reviewed on Oct 03, 2017
 Saving Account|"""Userfriendly"""|                                 Syndicate bank is very good compared to other banks online banking is good, its userfriendly and east to access. The service which provided by Syndicate is also good, if I have any issue I directly walk in to the bank. They give good service to me.|SATISH  PASPULATI|                                     , sangareddy|                                     Reviewed on Oct 03, 2017
 Current Account|"""GOOD SERVICE"""|                                 This is my first banking experience was with Syndicate Bank. This current account is just opened around November 2016 years service is not up to the mark I had faced lot of issues while opening the account with them they don't communicate to the customers properly in all terms and minimum balance to be maintained in this account is 2k|THOMAS  NEENDUTHALAKKAL|                                     , kannur|                                     Reviewed on Sep 30, 2017
 Saving Account|"""AVERAGE"""|                                 Syndicate Bank Salary Account is a kind of Dis satisfactory. I am holding this account for about 7 years. They has less number of ATM's , but that's also closed and not working most of time . There was not providing any customer care services they treat very bad to customer at the bank, I just use there online banking that's it.|ABDUL RAHIM  SHAIK|                                     , nellore|                                     Reviewed on Sep 29, 2017
 Saving Account|"""excellent service"""|                                 I can say the service provided by SYNDICATE is very excellent ,even the representatives of SYNDICATE is very helpful and the customer support always responsible in responding ,so as a overall service it was excellent from SYNDICATE bank for my savings account.|PATTAMMALAM  P|                                     , kochi|                                     Reviewed on Sep 29, 2017
 Saving Account|"""Good """|                                 I have taken my salary account with syndicate bank 3 years back, Their customer service and responses was really good and I use their net banking  also. I have no idea bout their rate of interest since I have not approached them for any loans. My overall experience was good.|TARUN  MAHENDARKAR|                                     , hyderabad|                                     Reviewed on Sep 28, 2017
 Saving Account|"""Average Account to use"""|"                                 The customer support need to be improved with Syndicate bank. I use the Syndicate bank savings account for past 7 years.they haven't offered me a credit card or personal loan . The rate of interest and the charges are nominal with Syndicate savings account . I would say it is an average account to use. "|NANDINI  LOKESH|                                     , bangalore|                                     Reviewed on Sep 28, 2017
 Education Loan|"""Not Approachable Bank"""|                                 From SYNDICATE BANK i have taken an education loan with  14% rate of interest.The process was too long. The documentation taken so much days. The executive gave proper response and all  needful at the time of the application. Since the process takes time i wont recommend this bank.|JINEESH  THANKARAJAN|                                     , bangalore|                                     Reviewed on Sep 26, 2017
 Saving Account|"""GOOD SERVICE"""|"                                 It was a good service  from SYNDICATE bank , their  employees were very helpful and good in responding also ,I have their branch  nearby my location  .  I use their mobile application which is  helpful and user friendly and makes my transaction  in an easier way ,so overall it was a good service from  SYNDICATE. "|DASARI  YADAIAH|                                     , hyderabad|                                     Reviewed on Sep 26, 2017
 Saving Account|"""EXCELLENT"""|                                 Syndicate bank is fantastic in their services. I hold a savings account fro past 4 years and I am pretty happy with the way they work. The branch services are also good i guess, because i do all the work online so I dont visit the bank. No issues or inconvenience to bank with them|VINAY  KUMAR|                                     , new delhi|                                     Reviewed on Sep 22, 2017
 Saving Account|"""Good Service"""|                                 It was a very good service that I got  from SYNDICATE bank for my savings account. I don't use its application ,representatives were always helpful for me when during any queries. I can say transactions were always fast also the service offered by SYNDICATE Bank.|JIMESH  PAUL|                                     , bijapur-chhattisgarh|                                     Reviewed on Sep 12, 2017
 Saving Account|"""Excellent banking service"""|"                                 Using Syndicate bank salaried account from past two years. The customer service is good with syndicate bank. The net banking is easy to use and user friendly with syndicate bank. Their mobile application is very helpful and easy to do the transactions. "|VIDYADARAN  P|                                     , mangalore|                                     Reviewed on Aug 31, 2017
 Saving Account|"""Honest and traditional bank"""|"                                 Its a honest and traditional banking, they are very transparent as well. Syndicate bank always gives good social scheme for an existing customers like, agriculture loans and other offers. Bank staff are also very cooperative. Everything is fine except the ATM service, should be increased.   "|PRAMOD HAMMANNA NAYAK|                                     , bangalore|                                     Reviewed on Aug 31, 2017
 Education Loan|"""Good for students and education"""|                                 I studied engineering by Syndicate bank loan, I always do the higher studies with them. They done the loan process within the time, bank is  understanding the customer. I took the education loan for the tenure period of five years but I finished the loan within two years by foreclosure without any charges.|PRAMOD HAMMANNA NAYAK|                                     , bangalore|                                     Reviewed on Aug 31, 2017
 Car Loan|"""They are good"""|                                 My first car loan with Syndicate bank in Puna, its a nationalized bank, hence the response is slow but  in term of business they are playing good role. They are always best in interest and other offers, they provides what they commits to the customers.|PRAMOD HAMMANNA NAYAK|                                     , bangalore|                                     Reviewed on Aug 31, 2017
 Saving Account|"""SATISFACTORY"""|                                 SCB has been really good in their banking services. I hold a salary account and it has been hassle free banking with them. The online features are really designed well that I can get to do most of the banking online, instead of visiting the bank.|KRISHNARAJA  MAYYA|                                     , bangalore|                                     Reviewed on Aug 30, 2017
 Home Loan|"""Convenient banking"""|                                 Syndicate Bank has offered me a home loan as well and the bank is great to use. They have simple documentation requirement and there is no delay in getting updates. The disbursement is satisfactory and the after loan services are also good and on time.|BASAVARAJ  MAHADEVAPPA|                                     , bangalore|                                     Reviewed on Aug 30, 2017
 Saving Account|"""Excellent service"""|"                                 The service is good with Syndicate bank. I have the salaried account with syndicate bank for past 16years. The customer support is good with Syndicate. The ATM facility and the bank branch account is good with syndicate. I would say syndicate bank gives excellent service."|SRIKANTH KUMAR DAMMU|                                     , hyderabad|                                     Reviewed on Oct 26, 2017
 Personal Loan|"""SATISFACTORY"""|                                 I had a earlier experience with Syndicate Bank for the personal loan. The process for the loan has been simple with no much of documentation done. The rate of interest was also normal, it was around 14%. The processing charges was standard and overall a satisfactory process.|MAHADEVU  NAGENDRA|                                     , mysore|                                     Reviewed on Oct 23, 2017
 Saving Account|"""SATISFACTORY"""|                                 I would say that Syndicate bank is not that great, they are very slow in the customer services. They are slow to respond back for any query. It is a average experience. I hold a savings account and the online features are also not very convenient.|MAHADEVU  NAGENDRA|                                     , mysore|                                     Reviewed on Oct 23, 2017
 Saving Account|"""Decent Experience"""|                                 I have been using this Personal Account for a little time now. Even though the transaction I have made using this account is minimal, the general experience with this Bank is very good. I believe being a Government Bank, all it's operation are pretty decent. |TARUVAR  OBEROI|                                     , new delhi|                                     Reviewed on Oct 23, 2017
 Saving Account|"""Good banking services"""|                                 I am holding Syndicate bank savings account from the year 2012, Syndicate bank provides one of the best banking services when compared to all other banks. The customer service was good and prompt, the process was easy at the time of opening the account. I use mobile banking to request for cheque books and monthly statements.|SARAVANA  BABU|                                     , chennai|                                     Reviewed on Oct 20, 2017
 Education Loan|"""Its Average"""|                                 I took Education loan from Syndicate bank before five years  at the time processing was very long  and there was no proper communication about the interest rate, EMI, loan details etc. Interest rate was also below average in Syndicate bank for the education loan.|THIRUMURTHY  SELVARAJ|                                     , chennai|                                     Reviewed on Oct 20, 2017
 Saving Account|"""Average banking service"""|                                 I have syndicate bank savings account fro past 5 years. The net banking is average with syndicate. The banking service service is average with Syndicate. The customer support is also average  here . I would say with syndicate. bank its an average service|SUBRAHMANYESWARA RAO PANCHAKARLA|                                     , hyderabad|                                     Reviewed on Oct 17, 2017
 Saving Account|"""Average account to use"""|                                 Hold a savings account with Syndicate bank for past 7years. The banking service is average with Syndicate bank. The customer support is average with Syndicate bank. I use the net banking with Syndicate bank which is easy to use and user friendly. I would say it is an average account to use.|HEMANT   DEVARAJU NANDAWAR|                                     , mumbai|                                     Reviewed on Oct 16, 2017
 Saving Account|"""Good"""|                                 My salary account was taken with SYNDICATE bank 14years back. They have offered visa card and Its an international card. The daily withdrawal limit was 30,000 and I have 24//7 helpline number also.The customer service and responses was good|RAVI  KUMAR|                                     , chennai|                                     Reviewed on Oct 15, 2017
 Saving Account|"""Good Service"""|                                 From last nine years i am using the salary account of syndicate bank and the experience with the bank i can say i good actually . The customer service has to be boosted a bit as it needs some improvising . The net banking felicity is good and also user friendly i felt and there are no extra charges for any transaction made . Its good actually i can say .|ABHIJIT  MUKHERJEE|                                     , bangalore|                                     Reviewed on Oct 14, 2017
 Saving Account|"""Good Banking"""|                                 As compared to SBI, Syndicate bank is good, in this bank we don't want to stand in queue, I directly visit to the counter do the transaction on the bank. Their ATM is convenient. I am using it around seven years I am long term customer of it. I am very fine with them.|JAYESH  SALUNKHE|                                     , mumbai|                                     Reviewed on Oct 14, 2017
 Saving Account|"""Very good experience"""|                                 Syndicate Bank is good in the savings account services. There are no hassles in banking and there is a proper online facility. The features are good online and it is very convenient to complete the a payment. I get a proper response at the bank as well.|NARAYANARAO  CHEMBODI|                                     , vijayawada|                                     Reviewed on Oct 14, 2017
 Saving Account|"""Till date no issues"""|                                 Syndicate Bank is also good in the savings banking process. The customer support is good and there are no hassles. They are clear in what they communicate and the bank has a proper online system which is very much convenient to bank with without having to go to the bank.|SANTHOSH KADINJILIKKADU SIVARAMA PILLAI|                                     , pathanamthitta|                                     Reviewed on Oct 13, 2017
